EmployeeID,Name,Gender,Age,Department,EducationLevel,EducationField,JobRole,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,PerformanceRating,Attrition,TrainingTimesLastYear
10303,Employee_302,Female,38,Sales,Bachelors,Life Sciences,Engineer,157556,0,8,5,No,8
10304,Employee_303,Female,54,IT,Masters,Medical,Analyst,225246,24,14,4,No,9
10305,Employee_304,Male,30,Marketing,PhD,Other,Manager,56160,28,15,3,No,9
10306,Employee_305,Male,50,Sales,Bachelors,Human Resources,Engineer,276242,6,11,4,No,0
10307,Employee_306,Male,47,Marketing,Bachelors,Human Resources,Coordinator,47633,16,13,5,No,1
10308,Employee_307,Female,56,Sales,Masters,Other,Assistant,79104,2,12,3,No,4
10309,Employee_308,Female,46,Finance,PhD,Marketing,Analyst,98388,19,1,5,No,2
10310,Employee_309,Female,45,Operations,Bachelors,Marketing,Coordinator,46014,19,2,4,No,1
10311,Employee_310,Female,34,IT,Masters,Marketing,Engineer,122578,20,9,3,No,0
10312,Employee_311,Male,28,Operations,High School,Other,Executive,194827,29,8,4,Yes,9
10313,Employee_312,Male,57,Operations,Masters,Other,Coordinator,70390,2,19,4,No,2
10314,Employee_313,Male,41,IT,High School,Other,Assistant,121658,2,7,3,No,0
10315,Employee_314,Female,22,HR,Bachelors,Medical,Assistant,87993,16,9,4,Yes,0
10316,Employee_315,Female,29,Operations,PhD,Human Resources,Engineer,235768,6,18,3,No,0
10317,Employee_316,Male,37,HR,High School,Life Sciences,Executive,188285,26,2,4,No,7
10318,Employee_317,Female,35,Finance,PhD,Medical,Assistant,276860,25,4,5,Yes,2
10319,Employee_318,Male,33,Operations,Bachelors,Human Resources,Assistant,299565,13,2,3,No,0
10320,Employee_319,Female,44,Sales,PhD,Technical Degree,Assistant,248008,16,15,4,No,6
10321,Employee_320,Female,36,Finance,High School,Medical,Executive,47727,17,16,5,No,9
10322,Employee_321,Female,49,Finance,Masters,Technical Degree,Manager,34358,12,14,3,No,2
10323,Employee_322,Female,55,Marketing,Masters,Medical,Manager,287681,19,2,4,No,7
10324,Employee_323,Female,23,Operations,Bachelors,Medical,Engineer,124018,28,11,4,Yes,3
10325,Employee_324,Male,53,Operations,PhD,Human Resources,Analyst,156888,19,8,4,Yes,3
10326,Employee_325,Female,44,HR,Bachelors,Marketing,Executive,259104,20,11,1,No,4
10327,Employee_326,Male,43,Operations,High School,Human Resources,Analyst,223510,26,14,3,Yes,5
10328,Employee_327,Female,46,HR,High School,Marketing,Engineer,139847,17,1,3,No,6
10329,Employee_328,Female,43,Operations,Bachelors,Technical Degree,Manager,106329,3,17,2,No,3
10330,Employee_329,Female,43,Operations,High School,Technical Degree,Analyst,61007,0,19,3,No,7
10331,Employee_330,Female,27,IT,Bachelors,Human Resources,Executive,200604,17,11,1,No,5
10332,Employee_331,Male,36,IT,PhD,Marketing,Engineer,42323,0,3,5,No,0
10333,Employee_332,Female,58,Operations,High School,Other,Assistant,142356,25,15,4,Yes,0
10334,Employee_333,Male,54,Operations,Masters,Marketing,Analyst,140944,25,15,5,Yes,8
10335,Employee_334,Female,29,Operations,Masters,Life Sciences,Assistant,234451,12,0,4,Yes,9
10336,Employee_335,Female,26,Operations,High School,Medical,Executive,61367,19,1,3,No,5
10337,Employee_336,Male,25,Sales,Masters,Life Sciences,Manager,84624,19,2,3,No,9
10338,Employee_337,Female,27,Finance,Bachelors,Human Resources,Analyst,264565,22,19,4,Yes,7
10339,Employee_338,Male,53,Sales,High School,Life Sciences,Analyst,98008,9,16,4,No,6
10340,Employee_339,Male,51,Operations,Bachelors,Medical,Engineer,146492,26,19,4,No,5
10341,Employee_340,Female,56,HR,Masters,Marketing,Executive,102240,10,0,5,No,3
10342,Employee_341,Male,37,Operations,High School,Human Resources,Assistant,231659,8,19,4,No,6
10343,Employee_342,Male,34,Finance,PhD,Other,Executive,165327,8,5,3,No,8
10344,Employee_343,Male,51,IT,Bachelors,Human Resources,Assistant,155703,4,14,1,Yes,9
10345,Employee_344,Male,40,Operations,Bachelors,Life Sciences,Manager,195575,25,13,5,No,9
10346,Employee_345,Female,38,Operations,Masters,Other,Manager,104069,0,19,3,No,6
10347,Employee_346,Female,40,IT,Masters,Other,Manager,259189,16,14,3,Yes,0
10348,Employee_347,Male,49,HR,Bachelors,Other,Analyst,281051,21,13,4,Yes,9
10349,Employee_348,Female,47,Sales,PhD,Marketing,Engineer,155541,1,4,5,Yes,8
10350,Employee_349,Male,58,Sales,PhD,Medical,Assistant,219648,23,5,4,No,3
10351,Employee_350,Female,47,IT,Bachelors,Marketing,Analyst,286353,12,16,3,Yes,2
10352,Employee_351,Female,44,HR,PhD,Medical,Coordinator,161733,8,10,4,No,3
10353,Employee_352,Female,30,HR,Bachelors,Marketing,Coordinator,205915,28,15,4,Yes,3
10354,Employee_353,Male,33,Marketing,High School,Life Sciences,Executive,125673,3,11,4,No,9
10355,Employee_354,Female,22,Marketing,PhD,Human Resources,Manager,72828,4,14,3,No,1
10356,Employee_355,Male,22,Finance,PhD,Marketing,Coordinator,55592,10,3,3,No,0
10357,Employee_356,Female,55,Marketing,Bachelors,Medical,Manager,292351,23,17,4,No,9
10358,Employee_357,Male,53,HR,High School,Technical Degree,Assistant,262041,18,2,1,No,0
10359,Employee_358,Male,46,Operations,Masters,Human Resources,Coordinator,260008,20,7,5,No,7
10360,Employee_359,Male,22,Operations,High School,Technical Degree,Coordinator,154982,2,2,2,No,1
10361,Employee_360,Female,37,Marketing,Masters,Technical Degree,Executive,286911,11,7,3,No,9
10362,Employee_361,Male,26,Finance,Masters,Other,Executive,98619,25,17,4,No,4
10363,Employee_362,Female,43,Sales,High School,Human Resources,Assistant,190400,18,9,2,No,3
10364,Employee_363,Female,50,Marketing,Bachelors,Technical Degree,Manager,181175,18,19,3,No,7
10365,Employee_364,Male,24,HR,Masters,Marketing,Coordinator,200963,12,16,2,No,1
10366,Employee_365,Female,33,Sales,High School,Human Resources,Engineer,171826,27,7,4,No,9
10367,Employee_366,Male,47,HR,PhD,Life Sciences,Manager,261055,6,10,5,No,8
10368,Employee_367,Female,37,HR,Bachelors,Other,Manager,128540,14,4,5,No,6
10369,Employee_368,Male,58,HR,Masters,Technical Degree,Engineer,132747,22,12,3,Yes,6
10370,Employee_369,Female,43,HR,High School,Marketing,Coordinator,216994,6,4,2,Yes,0
10371,Employee_370,Female,50,Marketing,PhD,Human Resources,Assistant,59301,25,12,4,No,1
10372,Employee_371,Female,35,Operations,Masters,Technical Degree,Engineer,252724,7,5,3,No,3
10373,Employee_372,Female,49,HR,Masters,Technical Degree,Coordinator,223783,4,4,4,No,3
10374,Employee_373,Female,26,Marketing,High School,Technical Degree,Coordinator,202395,20,8,3,No,2
10375,Employee_374,Male,51,Sales,Masters,Life Sciences,Analyst,48752,13,15,2,No,6
10376,Employee_375,Male,26,Finance,Bachelors,Medical,Coordinator,243277,3,1,3,No,7
10377,Employee_376,Female,33,Marketing,Bachelors,Marketing,Analyst,174467,22,0,3,No,1
10378,Employee_377,Male,37,Sales,Masters,Medical,Manager,247029,9,7,4,No,3
10379,Employee_378,Male,47,Sales,Bachelors,Human Resources,Engineer,86273,19,18,4,No,2
10380,Employee_379,Female,47,HR,High School,Marketing,Analyst,288503,14,10,3,No,1
10381,Employee_380,Female,42,IT,Masters,Marketing,Assistant,121878,17,11,4,No,5
10382,Employee_381,Male,57,Finance,Masters,Technical Degree,Executive,297039,19,11,2,No,3
10383,Employee_382,Male,54,Operations,Bachelors,Life Sciences,Engineer,149968,12,6,5,No,5
10384,Employee_383,Male,51,Marketing,Masters,Technical Degree,Analyst,106559,28,12,3,No,1
10385,Employee_384,Male,58,HR,Masters,Life Sciences,Executive,40699,7,7,2,No,3
10386,Employee_385,Male,44,Sales,Bachelors,Human Resources,Manager,226133,8,8,4,No,5
10387,Employee_386,Male,31,Operations,Masters,Marketing,Analyst,39715,15,6,4,No,4
10388,Employee_387,Male,26,HR,High School,Human Resources,Coordinator,49169,18,14,4,No,2
10389,Employee_388,Female,57,Finance,PhD,Life Sciences,Executive,148413,15,1,4,No,7
10390,Employee_389,Female,55,HR,High School,Human Resources,Analyst,149264,6,19,5,No,6
10391,Employee_390,Female,52,Sales,Masters,Other,Assistant,297926,13,11,4,Yes,2
10392,Employee_391,Female,31,Sales,High School,Human Resources,Executive,249249,27,0,1,Yes,5
10393,Employee_392,Male,40,Marketing,High School,Life Sciences,Executive,154481,13,7,3,Yes,3
10394,Employee_393,Female,53,Finance,High School,Marketing,Coordinator,245400,24,4,5,No,4
10395,Employee_394,Male,22,IT,High School,Marketing,Analyst,65585,26,14,4,No,4
10396,Employee_395,Male,26,Finance,High School,Medical,Executive,208936,3,0,5,No,6
10397,Employee_396,Male,25,IT,Bachelors,Technical Degree,Engineer,68067,25,0,4,No,4
10398,Employee_397,Female,37,Finance,Masters,Human Resources,Coordinator,203757,14,9,2,No,2
10399,Employee_398,Female,45,Finance,High School,Medical,Coordinator,283334,2,9,4,No,9
10400,Employee_399,Male,37,HR,Masters,Marketing,Coordinator,48073,4,14,3,No,4
10401,Employee_400,Male,23,HR,Bachelors,Medical,Executive,66035,0,16,4,Yes,6
10402,Employee_401,Male,49,Marketing,High School,Human Resources,Engineer,226049,2,5,4,Yes,4
10403,Employee_402,Male,53,Operations,Bachelors,Other,Engineer,263782,14,2,3,No,4
10404,Employee_403,Female,48,Sales,High School,Human Resources,Manager,120373,23,12,4,No,8
10405,Employee_404,Female,41,IT,PhD,Human Resources,Coordinator,120517,26,15,2,No,2
10406,Employee_405,Male,45,Marketing,Bachelors,Life Sciences,Assistant,95450,7,7,2,Yes,5
10407,Employee_406,Male,33,Sales,High School,Life Sciences,Coordinator,40382,28,14,4,No,0
10408,Employee_407,Female,56,Finance,Masters,Marketing,Assistant,232043,3,16,2,No,9
10409,Employee_408,Female,54,Sales,PhD,Marketing,Coordinator,251427,1,16,3,No,4
10410,Employee_409,Male,54,Finance,PhD,Technical Degree,Engineer,91929,28,12,1,Yes,7
10411,Employee_410,Female,58,Finance,Masters,Marketing,Engineer,263483,23,16,4,No,4
10412,Employee_411,Female,33,Finance,High School,Human Resources,Analyst,258590,23,5,4,Yes,8
10413,Employee_412,Female,24,Sales,High School,Technical Degree,Assistant,173401,9,16,4,No,5
10414,Employee_413,Male,22,HR,Masters,Other,Analyst,286677,3,15,5,No,7
10415,Employee_414,Male,54,Finance,Masters,Marketing,Coordinator,117468,2,13,5,No,9
10416,Employee_415,Male,31,Sales,High School,Marketing,Executive,64594,1,12,5,No,7
10417,Employee_416,Male,50,HR,Bachelors,Human Resources,Engineer,221703,24,5,3,No,2
10418,Employee_417,Male,34,Finance,High School,Other,Manager,75033,16,2,4,No,6
10419,Employee_418,Female,33,Sales,PhD,Technical Degree,Coordinator,93133,22,13,4,No,6
10420,Employee_419,Male,52,Finance,Bachelors,Technical Degree,Coordinator,103861,20,13,4,No,9
10421,Employee_420,Male,23,Marketing,Bachelors,Life Sciences,Executive,213362,23,14,3,Yes,5
10422,Employee_421,Female,56,IT,High School,Other,Coordinator,70461,19,7,1,No,6
10423,Employee_422,Male,44,Finance,High School,Medical,Executive,108222,22,14,5,No,1
10424,Employee_423,Female,38,IT,High School,Human Resources,Coordinator,142020,12,12,3,No,8
10425,Employee_424,Male,47,Sales,Bachelors,Marketing,Analyst,298865,4,16,4,No,9
10426,Employee_425,Male,29,IT,PhD,Medical,Manager,50609,29,2,3,Yes,9
10427,Employee_426,Female,50,Marketing,Bachelors,Human Resources,Engineer,160513,20,5,3,No,0
10428,Employee_427,Male,47,Marketing,Masters,Marketing,Analyst,233981,29,4,3,No,0
10429,Employee_428,Female,31,IT,High School,Technical Degree,Analyst,134211,8,16,5,No,2
10430,Employee_429,Female,47,Marketing,PhD,Life Sciences,Coordinator,216321,24,1,4,No,2
10431,Employee_430,Male,55,Marketing,High School,Life Sciences,Coordinator,59984,28,14,4,No,0
10432,Employee_431,Male,28,Finance,PhD,Medical,Assistant,148947,24,4,4,Yes,6
10433,Employee_432,Male,25,Sales,Masters,Technical Degree,Coordinator,234894,27,19,4,No,3
10434,Employee_433,Female,32,IT,High School,Medical,Engineer,35901,21,5,4,No,9
10435,Employee_434,Female,50,Sales,Bachelors,Marketing,Executive,192624,5,5,4,No,1
10436,Employee_435,Male,57,Operations,Bachelors,Other,Manager,252317,4,17,5,No,9
10437,Employee_436,Male,46,Operations,Masters,Technical Degree,Coordinator,198757,24,17,4,Yes,4
10438,Employee_437,Female,42,Sales,PhD,Life Sciences,Engineer,175788,9,3,3,Yes,5
10439,Employee_438,Male,57,Operations,High School,Other,Coordinator,144099,7,16,1,No,8
10440,Employee_439,Female,31,Sales,PhD,Medical,Executive,41138,6,13,5,No,3
10441,Employee_440,Female,58,IT,High School,Technical Degree,Executive,196370,6,13,4,No,1
10442,Employee_441,Female,30,Marketing,Bachelors,Marketing,Coordinator,53429,5,12,4,No,4
10443,Employee_442,Female,45,Marketing,PhD,Marketing,Engineer,80200,20,6,4,No,2
10444,Employee_443,Female,56,Operations,Bachelors,Life Sciences,Coordinator,232380,28,11,4,No,1
10445,Employee_444,Female,56,Finance,Bachelors,Technical Degree,Engineer,278289,19,14,3,No,0
10446,Employee_445,Female,57,IT,PhD,Medical,Engineer,275127,2,18,4,No,9
10447,Employee_446,Female,39,Operations,PhD,Technical Degree,Engineer,266513,18,10,4,No,1
10448,Employee_447,Female,53,IT,Masters,Technical Degree,Assistant,47347,21,14,3,No,5
10449,Employee_448,Female,45,Operations,PhD,Technical Degree,Executive,177992,14,11,4,No,7
10450,Employee_449,Female,44,Operations,High School,Human Resources,Assistant,61822,3,2,5,No,2
10451,Employee_450,Female,53,IT,Masters,Life Sciences,Engineer,70108,27,16,5,No,8
10452,Employee_451,Female,58,Marketing,High School,Life Sciences,Engineer,37967,11,2,1,Yes,8
10453,Employee_452,Male,33,Finance,PhD,Technical Degree,Executive,41871,5,18,4,No,1
10454,Employee_453,Male,34,Finance,High School,Life Sciences,Manager,255371,18,19,4,Yes,7
10455,Employee_454,Male,44,Finance,Bachelors,Other,Manager,238524,3,3,5,Yes,9
10456,Employee_455,Female,46,IT,Masters,Human Resources,Assistant,235342,14,2,3,No,4
10457,Employee_456,Female,56,HR,PhD,Other,Assistant,194685,8,15,4,No,3
10458,Employee_457,Female,51,Finance,Masters,Medical,Engineer,58179,4,11,5,No,9
10459,Employee_458,Female,38,Finance,High School,Other,Manager,281537,12,7,4,No,4
10460,Employee_459,Male,41,Marketing,Bachelors,Life Sciences,Executive,213260,22,16,3,No,3
10461,Employee_460,Male,46,HR,Bachelors,Marketing,Assistant,65262,25,6,3,No,7
10462,Employee_461,Male,43,Sales,High School,Medical,Analyst,90545,17,10,5,No,3
10463,Employee_462,Male,34,Sales,Masters,Human Resources,Manager,264555,29,17,3,No,9
10464,Employee_463,Male,40,HR,PhD,Technical Degree,Manager,253894,29,0,3,No,5
10465,Employee_464,Female,57,Marketing,PhD,Human Resources,Assistant,233218,4,2,5,No,1
10466,Employee_465,Male,33,Finance,High School,Technical Degree,Coordinator,72913,24,3,4,No,4
10467,Employee_466,Male,40,Finance,PhD,Human Resources,Engineer,280497,15,12,3,No,5
10468,Employee_467,Female,33,Marketing,High School,Medical,Engineer,207404,26,5,3,No,4
10469,Employee_468,Female,30,HR,Bachelors,Marketing,Coordinator,186104,18,13,3,Yes,1
10470,Employee_469,Male,28,IT,High School,Technical Degree,Engineer,198918,13,4,5,No,6
10471,Employee_470,Male,49,HR,Bachelors,Other,Engineer,220546,24,15,4,No,3
10472,Employee_471,Female,35,Operations,Bachelors,Life Sciences,Analyst,74936,29,14,2,Yes,7
10473,Employee_472,Male,52,Marketing,Masters,Medical,Executive,190866,15,14,4,Yes,6
10474,Employee_473,Male,40,Sales,Masters,Marketing,Engineer,222660,26,3,4,Yes,6
10475,Employee_474,Male,37,Marketing,PhD,Marketing,Analyst,232056,14,7,3,Yes,8
10476,Employee_475,Female,26,IT,Masters,Life Sciences,Engineer,255469,21,15,2,No,0
10477,Employee_476,Female,56,Marketing,Masters,Marketing,Engineer,58141,3,15,4,No,9
10478,Employee_477,Female,33,Operations,PhD,Technical Degree,Engineer,167478,6,3,5,No,5
10479,Employee_478,Female,46,Sales,Masters,Medical,Analyst,127359,15,12,3,Yes,5
10480,Employee_479,Female,42,HR,Bachelors,Life Sciences,Executive,184363,23,12,3,Yes,5
10481,Employee_480,Male,57,Sales,Masters,Human Resources,Analyst,71568,21,1,5,No,5
10482,Employee_481,Male,44,Sales,Masters,Medical,Coordinator,127539,20,2,5,No,9
10483,Employee_482,Male,37,Finance,High School,Technical Degree,Coordinator,76851,21,7,1,No,6
10484,Employee_483,Female,35,Marketing,Masters,Technical Degree,Coordinator,84823,20,14,2,No,9
10485,Employee_484,Female,52,Sales,High School,Human Resources,Analyst,53312,7,10,4,No,5
10486,Employee_485,Female,26,Marketing,Bachelors,Technical Degree,Coordinator,229900,16,8,4,No,0
10487,Employee_486,Male,56,IT,Masters,Life Sciences,Coordinator,279062,15,6,4,No,2
10488,Employee_487,Female,44,HR,Bachelors,Human Resources,Assistant,62371,26,12,4,No,1
10489,Employee_488,Female,50,HR,PhD,Technical Degree,Assistant,87022,22,1,2,Yes,5
10490,Employee_489,Female,32,Operations,Masters,Other,Coordinator,129071,9,7,3,No,7
10491,Employee_490,Male,39,Sales,PhD,Marketing,Coordinator,212268,9,6,4,Yes,2
10492,Employee_491,Male,33,Finance,High School,Human Resources,Analyst,129853,26,11,3,No,9
10493,Employee_492,Male,30,HR,Masters,Other,Engineer,61174,1,18,2,No,7
10494,Employee_493,Male,31,Marketing,High School,Other,Analyst,106373,29,6,5,No,7
10495,Employee_494,Male,38,Marketing,PhD,Medical,Executive,223021,8,9,4,No,4
10496,Employee_495,Female,59,HR,PhD,Technical Degree,Executive,223718,16,15,5,Yes,7
10497,Employee_496,Male,28,Finance,PhD,Medical,Analyst,100017,10,2,2,Yes,5
10498,Employee_497,Male,34,Marketing,High School,Technical Degree,Manager,93037,9,9,1,No,4
10499,Employee_498,Male,30,HR,Bachelors,Other,Executive,119818,21,5,2,Yes,8
10500,Employee_499,Male,48,HR,High School,Marketing,Coordinator,36548,24,17,4,No,6
10501,Employee_500,Female,23,Sales,PhD,Life Sciences,Manager,146981,16,17,3,No,7
10502,Employee_501,Male,26,Finance,High School,Technical Degree,Engineer,264213,3,4,5,No,0
10503,Employee_502,Male,50,HR,High School,Technical Degree,Executive,234366,15,6,3,No,1
10504,Employee_503,Female,58,HR,Masters,Technical Degree,Coordinator,184249,19,1,4,No,7
10505,Employee_504,Male,59,Sales,Bachelors,Marketing,Executive,136297,14,10,4,No,8
10506,Employee_505,Female,40,Operations,High School,Medical,Engineer,166614,24,12,5,Yes,3
10507,Employee_506,Male,29,Operations,Bachelors,Technical Degree,Manager,252084,26,4,2,No,9
10508,Employee_507,Male,22,Operations,PhD,Human Resources,Engineer,90428,20,5,3,No,9
10509,Employee_508,Male,43,Finance,Bachelors,Other,Analyst,183812,4,13,3,No,8
10510,Employee_509,Male,38,IT,PhD,Life Sciences,Coordinator,143132,5,11,3,No,3
10511,Employee_510,Male,28,IT,Bachelors,Life Sciences,Engineer,217604,16,3,3,No,9
10512,Employee_511,Male,46,Operations,High School,Technical Degree,Analyst,46052,0,5,4,No,9
10513,Employee_512,Female,25,Operations,Bachelors,Life Sciences,Executive,130689,24,9,4,No,9
10514,Employee_513,Male,57,Marketing,Masters,Other,Manager,208148,18,17,4,No,8
10515,Employee_514,Female,27,Marketing,High School,Human Resources,Coordinator,161743,3,14,2,No,6
10516,Employee_515,Female,52,HR,Bachelors,Other,Assistant,292307,16,7,1,Yes,1
10517,Employee_516,Male,40,IT,Masters,Marketing,Coordinator,165870,8,8,4,No,8
10518,Employee_517,Male,48,Sales,High School,Marketing,Analyst,150575,23,4,1,No,3
10519,Employee_518,Male,31,IT,High School,Technical Degree,Engineer,288230,1,9,4,No,7
10520,Employee_519,Female,47,Marketing,Masters,Technical Degree,Executive,40749,7,19,5,No,6
10521,Employee_520,Female,40,IT,Masters,Life Sciences,Executive,134131,14,5,2,No,6
10522,Employee_521,Male,24,Operations,Bachelors,Medical,Manager,186193,6,15,4,Yes,7
10523,Employee_522,Female,34,HR,Masters,Medical,Analyst,255019,26,2,1,No,0
10524,Employee_523,Female,49,Marketing,High School,Human Resources,Analyst,102930,5,9,4,Yes,4
10525,Employee_524,Female,41,Marketing,Masters,Medical,Assistant,175128,0,10,5,Yes,1
10526,Employee_525,Female,49,Operations,PhD,Technical Degree,Coordinator,286553,14,10,4,No,1
10527,Employee_526,Female,29,Finance,Bachelors,Medical,Executive,225113,22,16,5,No,0
10528,Employee_527,Male,22,Operations,High School,Life Sciences,Engineer,83352,25,3,4,Yes,4
10529,Employee_528,Male,24,Finance,High School,Human Resources,Executive,193856,6,3,3,Yes,1
10530,Employee_529,Male,34,Sales,Bachelors,Marketing,Manager,33191,28,16,3,No,3
10531,Employee_530,Male,49,HR,Masters,Human Resources,Manager,134576,29,8,3,No,2
10532,Employee_531,Female,46,HR,Masters,Technical Degree,Analyst,225713,24,18,5,No,2
10533,Employee_532,Female,54,Finance,Bachelors,Life Sciences,Engineer,33631,16,4,5,No,1
10534,Employee_533,Male,59,Operations,Masters,Medical,Engineer,167244,1,5,5,No,5
10535,Employee_534,Female,27,Operations,Masters,Medical,Engineer,250169,26,2,5,No,1
10536,Employee_535,Female,53,Sales,High School,Marketing,Engineer,120353,8,0,4,No,7
10537,Employee_536,Male,42,Marketing,PhD,Human Resources,Engineer,58671,28,19,3,Yes,7
10538,Employee_537,Female,37,HR,High School,Other,Analyst,152811,8,15,1,No,4
10539,Employee_538,Female,42,HR,Bachelors,Human Resources,Manager,212503,12,10,3,No,9
10540,Employee_539,Male,32,Marketing,PhD,Technical Degree,Manager,251972,5,12,3,No,6
10541,Employee_540,Female,58,Finance,PhD,Marketing,Analyst,283211,5,9,2,No,3
10542,Employee_541,Female,57,Operations,Bachelors,Technical Degree,Analyst,254033,19,2,4,No,0
10543,Employee_542,Male,56,HR,Masters,Other,Coordinator,249861,19,8,4,No,1
10544,Employee_543,Male,40,Marketing,Masters,Technical Degree,Coordinator,184544,20,11,4,No,9
10545,Employee_544,Male,41,Marketing,High School,Marketing,Coordinator,210302,2,13,5,No,9
10546,Employee_545,Female,39,Finance,High School,Human Resources,Coordinator,37099,16,0,2,Yes,3
10547,Employee_546,Female,35,IT,High School,Marketing,Assistant,279686,16,17,4,No,0
10548,Employee_547,Male,36,Operations,Masters,Human Resources,Engineer,86492,11,16,5,Yes,7
10549,Employee_548,Female,52,HR,Masters,Other,Manager,126722,15,8,3,No,8
10550,Employee_549,Male,22,Operations,High School,Medical,Analyst,60111,14,8,4,No,3
10551,Employee_550,Female,24,Sales,Masters,Human Resources,Assistant,93936,12,9,5,No,9
10552,Employee_551,Female,37,Operations,High School,Medical,Analyst,183686,22,18,3,Yes,2
10553,Employee_552,Male,44,Operations,PhD,Technical Degree,Executive,253332,0,14,4,No,1
10554,Employee_553,Female,32,Sales,Bachelors,Medical,Executive,231548,16,4,4,No,4
10555,Employee_554,Female,33,Operations,Bachelors,Human Resources,Coordinator,279031,2,14,4,No,2
10556,Employee_555,Female,31,IT,PhD,Human Resources,Assistant,93530,25,19,3,No,9
10557,Employee_556,Male,53,HR,Masters,Other,Assistant,299932,14,1,3,Yes,6
10558,Employee_557,Female,37,Finance,High School,Marketing,Analyst,58082,3,12,5,Yes,5
10559,Employee_558,Female,29,HR,Bachelors,Other,Assistant,119570,3,15,5,No,0
10560,Employee_559,Male,59,Operations,PhD,Medical,Coordinator,131015,17,14,5,No,7
10561,Employee_560,Male,33,Finance,PhD,Life Sciences,Coordinator,237888,16,9,1,No,1
10562,Employee_561,Male,45,Marketing,Masters,Other,Manager,177603,18,13,3,No,4
10563,Employee_562,Female,49,IT,PhD,Technical Degree,Analyst,124439,10,9,1,Yes,8
10564,Employee_563,Male,29,Finance,Bachelors,Other,Assistant,171214,19,13,4,No,7
10565,Employee_564,Female,49,IT,Masters,Technical Degree,Manager,145053,2,8,3,Yes,1
10566,Employee_565,Female,57,HR,PhD,Marketing,Manager,78355,7,13,4,No,8
10567,Employee_566,Male,47,Finance,High School,Technical Degree,Manager,231139,13,2,4,No,4
10568,Employee_567,Female,29,IT,Bachelors,Other,Manager,264706,25,19,3,Yes,9
10569,Employee_568,Female,49,Sales,Masters,Human Resources,Coordinator,155426,0,15,4,No,5
10570,Employee_569,Female,49,Operations,High School,Human Resources,Coordinator,94027,13,1,2,Yes,2
10571,Employee_570,Female,58,IT,PhD,Medical,Engineer,189210,1,9,3,No,2
10572,Employee_571,Male,57,Operations,PhD,Life Sciences,Coordinator,122601,28,2,5,No,9
10573,Employee_572,Female,48,Operations,Bachelors,Marketing,Analyst,59956,22,10,5,No,7
10574,Employee_573,Female,38,IT,Masters,Marketing,Coordinator,268340,3,10,5,No,9
10575,Employee_574,Male,30,IT,PhD,Medical,Assistant,134797,23,12,5,No,9
10576,Employee_575,Female,54,Finance,High School,Marketing,Engineer,166511,26,6,5,No,1
10577,Employee_576,Female,41,HR,Masters,Other,Analyst,108815,28,16,4,No,1
10578,Employee_577,Male,34,Sales,Masters,Medical,Analyst,69279,18,1,3,No,4
10579,Employee_578,Male,49,HR,High School,Medical,Coordinator,178702,5,11,3,No,5
10580,Employee_579,Female,50,Operations,Bachelors,Life Sciences,Analyst,91063,24,9,2,No,1
10581,Employee_580,Male,34,Finance,Masters,Human Resources,Coordinator,279599,0,17,4,No,4
10582,Employee_581,Female,56,IT,PhD,Human Resources,Engineer,284311,16,10,4,No,6
10583,Employee_582,Female,27,Sales,Masters,Other,Manager,157896,7,15,5,No,9
10584,Employee_583,Male,39,HR,Bachelors,Marketing,Coordinator,196216,18,16,4,Yes,9
10585,Employee_584,Female,26,IT,PhD,Life Sciences,Assistant,252146,20,18,2,Yes,7
10586,Employee_585,Male,46,Operations,PhD,Marketing,Engineer,238432,0,17,4,No,6
10587,Employee_586,Male,23,IT,PhD,Technical Degree,Manager,212051,4,2,3,Yes,7
10588,Employee_587,Female,31,Finance,Bachelors,Medical,Manager,127661,26,15,4,Yes,8
10589,Employee_588,Male,51,Marketing,PhD,Other,Analyst,203672,15,5,4,No,4
10590,Employee_589,Male,26,HR,PhD,Human Resources,Manager,153257,5,11,5,No,4
10591,Employee_590,Female,54,Marketing,Bachelors,Technical Degree,Analyst,299054,7,10,2,No,9
10592,Employee_591,Male,22,Operations,High School,Human Resources,Engineer,64964,12,14,4,No,3
10593,Employee_592,Male,39,Finance,Bachelors,Life Sciences,Executive,260156,15,14,2,Yes,8
10594,Employee_593,Female,53,IT,Masters,Other,Coordinator,138212,29,15,4,No,4
10595,Employee_594,Male,32,HR,Masters,Human Resources,Coordinator,69071,2,9,3,No,1
10596,Employee_595,Female,42,Marketing,Bachelors,Other,Manager,142990,18,11,3,No,9
10597,Employee_596,Female,47,HR,Masters,Human Resources,Executive,99519,11,12,4,No,7
10598,Employee_597,Male,46,Marketing,PhD,Life Sciences,Engineer,39503,15,3,4,No,6
10599,Employee_598,Male,43,IT,Masters,Human Resources,Executive,221775,26,6,2,No,7
10600,Employee_599,Female,48,Operations,PhD,Marketing,Executive,125457,10,1,3,No,2
10601,Employee_600,Male,34,Finance,Masters,Human Resources,Coordinator,218938,9,14,4,No,3
10602,Employee_601,Female,54,Finance,High School,Technical Degree,Coordinator,177977,24,7,2,No,4
10603,Employee_602,Male,55,Sales,Masters,Life Sciences,Manager,75838,19,6,5,Yes,5
10604,Employee_603,Female,56,Sales,Bachelors,Other,Manager,119489,3,14,5,No,0
10605,Employee_604,Female,22,Operations,Bachelors,Human Resources,Coordinator,56806,11,13,4,No,3
